No_nota   ,Tip_not      ,Fecha     ,Cve_factu,No_fac    ,Tot_nota            ,Saldo               ,Nom_cte                                                                                                                                                                                                                                                       ,No_cliente,No_estado ,Iva                 ,Ieps                ,Retisrcre           ,Retiva_not          ,Impto1              ,Impto2              ,Timpto1,Timpto2,Otrosimptos,Subtotal            ,Descuento           ,Cve_mon   ,Des_mon                                                                         ,Tip_cam   ,Cve_age,Nom_age                                 ,Cve_ncre    ,Cve_mov   ,Num_cuenta,Afeban,No_ped    ,Suc_ped,No_rem    ,Suc_rem,Cse_prod  ,Cve_prod            ,Desc_prod                               ,New_med,Unidad,Cantidad            ,Valor_prod          ,Dcto1       ,Dcto2       ,Costo_prom          ,Lote                          ,Ref_lote                 ,Desc_med                                ,Lote_ext001                   
N2135     ,Dev. Just.   ,20/11/2020,FAR      ,10701,8520.29,0,PHARMA PLUS                                                                                                                                                                                                                                                   ,364,Pagada    ,1175.2128,0,0,0,0,0,0,0,0,7345.08,0,1,PESOS                                                                           ,20.1858,27,MEXICO                                  ,            ,0,0,F     ,0,       ,0,       ,VI        ,51TBCK03            ,C-KIDS C/30 TABS.                       ,       ,PZA   ,162,45.34,0,0,1288.167021,20J0288                       ,                         ,                                        ,20K2117                       
N2135     ,Dev. Just.   ,20/11/2020,FAR      ,10701,7587.27,0,PHARMA PLUS                                                                                                                                                                                                                                                   ,364,Pagada    ,1046.52,0,0,0,0,0,0,0,0,6540.75,0,1,PESOS                                                                           ,20.1858,27,MEXICO                                  ,            ,0,0,F     ,0,       ,0,       ,VI        ,51CPVF01            ,BIOMIVIT 400 30 / CAPS                  ,       ,PZA   ,135,48.45,0,0,1047.013088,20J0277                       ,                         ,                                        ,20K2117                       
N2135     ,Dev. Just.   ,20/11/2020,FAR      ,10701,70549.32,0,PHARMA PLUS                                                                                                                                                                                                                                                   ,364,Pagada    ,9730.9408,0,0,0,0,0,0,0,0,60818.38,0,1,PESOS                                                                           ,20.1858,27,MEXICO                                  ,            ,0,0,F     ,0,       ,0,       ,VI        ,51CPDL01            ,DIALAVIT C/30 CAPS                      ,       ,PZA   ,518,117.41,0,0,11262.53678,20H0229                       ,                         ,                                        ,20K2117                       
N2135     ,Dev. Just.   ,20/11/2020,FAR      ,10701,25560.88,0,PHARMA PLUS                                                                                                                                                                                                                                                   ,364,Pagada    ,3525.6384,0,0,0,0,0,0,0,0,22035.24,0,1,PESOS                                                                           ,20.1858,27,MEXICO                                  ,            ,0,0,F     ,0,       ,0,       ,VI        ,51TBCK03            ,C-KIDS C/30 TABS.                       ,       ,PZA   ,486,45.34,0,0,3842.172494,20J0287                       ,                         ,                                        ,20K2117                       
N2135     ,Dev. Just.   ,20/11/2020,FAR      ,10701,336563.1,0,PHARMA PLUS                                                                                                                                                                                                                                                   ,364,Pagada    ,46422.496,0,0,0,0,0,0,0,0,290140.6,0,1,PESOS                                                                           ,20.1858,27,MEXICO                                  ,            ,0,0,F     ,0,       ,0,       ,VI        ,51PLCV03            ,C-VYM CERO AZUCAR C/11 SOBRES           ,       ,PIEZA ,3362,86.3,0,0,84876.83976,20K2117                       ,                         ,                                        ,20K2117                       
N2136     ,Dev. Just.   ,20/11/2020,FAR      ,10702,136.11,0,PHARMA PLUS                                                                                                                                                                                                                                                   ,364,Pagada    ,18.7744,0,0,0,0,0,0,0,0,117.34,0,1,PESOS                                                                           ,20.1858,27,MEXICO                                  ,            ,0,0,F     ,0,       ,0,       ,PRODIVA   ,51GLVA04            ,VANESIR GEL 200 ML S                    ,       ,PZA   ,2,58.67,0,0,22.66193492,G20024                        ,                         ,                                        ,G20023                        
N2136     ,Dev. Just.   ,20/11/2020,FAR      ,10702,4111.78,0,PHARMA PLUS                                                                                                                                                                                                                                                   ,364,Pagada    ,567.1424,0,0,0,0,0,0,0,0,3544.64,0,1,PESOS                                                                           ,20.1858,27,MEXICO                                  ,            ,0,0,F     ,0,       ,0,       ,DI        ,51TBTM01            ,TAMARIN-LX /30 CAPS.                    ,       ,PZA   ,76,46.64,0,0,717.5398936,20I0263                       ,                         ,                                        ,G20023                        
N2136     ,Dev. Just.   ,20/11/2020,FAR      ,10702,9459.95,0,PHARMA PLUS                                                                                                                                                                                                                                                   ,364,Pagada    ,1304.8208,0,0,0,0,0,0,0,0,8155.13,0,1,PESOS                                                                           ,20.1858,27,MEXICO                                  ,            ,0,0,F     ,0,       ,0,       ,PRODIVA   ,51GLVA01            ,VANESIR GEL 200 ML                      ,       ,PZA   ,139,58.67,0,0,1772.541735,G20023                        ,                         ,                                        ,G20023                        
N2138     ,Dev. Just.   ,20/11/2020,FAR      ,10706,293675.39,0,PHARMA PLUS                                                                                                                                                                                                                                                   ,364,Pagada    ,40506.9504,0,0,0,0,0,0,0,0,253168.44,0,1,PESOS                                                                           ,20.1858,27,MEXICO                                  ,            ,0,0,F     ,0,       ,0,       ,VI        ,51PLCV01            ,C-VYM NARANJA-MANDARINA C/11 SOBRES     ,       ,PIEZA ,3444,73.51,0,0,87571.51251,20K2130                       ,                         ,                                        ,20K2130                       
N2139     ,Dev. Just.   ,20/11/2020,FAR      ,10707,4597.08,0,PHARMA PLUS                                                                                                                                                                                                                                                   ,364,Pagada    ,634.08,0,0,0,0,0,0,0,0,3963,0,1,PESOS                                                                           ,20.1858,27,MEXICO                                  ,            ,0,0,F     ,0,       ,0,       ,SUPLEMENTO,51TBME01            ,MEM-EH C/30 TABS                        ,       ,PZA   ,75,52.84,0,0,641.8004183,20K0313                       ,                         ,                                        ,20K0313                       
N2140     ,Dev. Just.   ,20/11/2020,FAR      ,10708,1267.8,0,PHARMA PLUS                                                                                                                                                                                                                                                   ,364,Pagada    ,174.8688,0,0,0,0,0,0,0,0,1092.93,0,1,PESOS                                                                           ,20.1858,27,MEXICO                                  ,            ,0,0,F     ,0,       ,0,       ,VN        ,51TBVA01            ,VANESIR /45 TABS.                       ,       ,PZA   ,17,64.29,0,0,142.8020058,20I0245                       ,                         ,                                        ,20J0276                       
N2140     ,Dev. Just.   ,20/11/2020,FAR      ,10708,1082.05,0,PHARMA PLUS                                                                                                                                                                                                                                                   ,364,Pagada    ,149.248,0,0,0,0,0,0,0,0,932.8,0,1,PESOS                                                                           ,20.1858,27,MEXICO                                  ,            ,0,0,F     ,0,       ,0,       ,DI        ,51TBTM01            ,TAMARIN-LX /30 CAPS.                    ,       ,PZA   ,20,46.64,0,0,185.151565,20J0276                       ,                         ,                                        ,20J0276                       
N2150     ,Dev. Just.   ,25/11/2020,FAR      ,10722,42.13,0,"PROVEEDORA FARMACEUTICA RASE, S.A. DE C.V.                                                                                                                                                                                                                    ",224,Pagada    ,5.8112,0,0,0,0,0,0,0,0,36.32,0,1,PESOS                                                                           ,20.0577,29,GUADALAJARA                             ,            ,0,0,F     ,0,       ,0,       ,VI        ,51CPVF01            ,BIOMIVIT 400 30 / CAPS                  ,       ,PZA   ,1,36.32,0,0,7.66310671,20J0278                       ,                         ,                                        ,20K2130                       
N2150     ,Dev. Just.   ,25/11/2020,FAR      ,10722,52.5,0,"PROVEEDORA FARMACEUTICA RASE, S.A. DE C.V.                                                                                                                                                                                                                    ",224,Pagada    ,7.2416,0,0,0,0,0,0,0,0,45.26,0,1,PESOS                                                                           ,20.0577,29,GUADALAJARA                             ,            ,0,0,F     ,0,       ,0,       ,VI        ,51CPVB02            ,VITABIOM Q10 /30 CAPS.                  ,       ,PZA   ,1,45.26,0,0,12.84556938,20J0283                       ,                         ,                                        ,20K2130                       
N2150     ,Dev. Just.   ,25/11/2020,FAR      ,10722,610.51,0,"PROVEEDORA FARMACEUTICA RASE, S.A. DE C.V.                                                                                                                                                                                                                    ",224,Pagada    ,84.208,0,0,0,0,0,0,0,0,526.3,0,1,PESOS                                                                           ,20.0577,29,GUADALAJARA                             ,            ,0,0,F     ,0,       ,0,       ,VI        ,51PLCV01            ,C-VYM NARANJA-MANDARINA C/11 SOBRES     ,       ,PIEZA ,10,52.63,0,0,254.2726844,20K2130                       ,                         ,                                        ,20K2130                       
N2151     ,Dev. Just.   ,26/11/2020,FAR      ,10762,73030.12,0,LABORATORIO ELMOR MEXICO                                                                                                                                                                                                                                      ,368,Pagada    ,10073.12,0,0,0,0,0,0,0,0,62957,0,1,PESOS                                                                           ,20.0465,27,MEXICO                                  ,            ,0,0,F     ,0,       ,0,       ,ANT       ,CCB-0884            ,ANTICIPO                                ,       ,SER   ,1,62957,0,0,0,                              ,                         ,                                        ,                              
N2152     ,Dev. Just.   ,26/11/2020,FAR      ,10763,23060.8,0,LABORATORIO ELMOR MEXICO                                                                                                                                                                                                                                      ,368,Pagada    ,3180.8,0,0,0,0,0,0,0,0,19880,0,1,PESOS                                                                           ,20.0465,27,MEXICO                                  ,            ,0,0,F     ,0,       ,0,       ,ANT       ,CCB-0884            ,ANTICIPO                                ,       ,SER   ,1,19880,0,0,0,                              ,                         ,                                        ,                              
N2163     ,Dev. Just.   ,30/11/2020,FAR      ,10739,197.8,0,FARMACEUTICOS TENORIO S.A. DE C.V.                                                                                                                                                                                                                            ,69,Pagada    ,27.2832,0,0,0,0,0,0,0,0,170.52,0,1,PESOS                                                                           ,20.0777,27,MEXICO                                  ,            ,0,0,F     ,0,       ,0,       ,VR        ,51JBNC01            ,NATUBRON CERO JARABE 240 ML             ,       ,PZA   ,4,42.63,0,0,47.81941484,20J0291                       ,                         ,                                        ,20J0291                       
N2181     ,Dev. Just.   ,11/12/2020,FAR      ,10766,347.05,0,DISTRIBUIDORA SEVI S.A. DE C.V.                                                                                                                                                                                                                               ,16,Pagada    ,47.8688,0,0,0,0,0,0,0,0,299.18,0,1,PESOS                                                                           ,19.9572,29,GUADALAJARA                             ,            ,0,0,F     ,0,       ,0,       ,VI        ,51TBCV01            ,C-VYM CON 30 TABLETAS MASTICABLES       ,       ,PIEZA ,7,42.74,0,0,180.5143679,20K2135                       ,                         ,                                        ,20K2130                       
N2181     ,Dev. Just.   ,11/12/2020,FAR      ,10766,61.05,0,DISTRIBUIDORA SEVI S.A. DE C.V.                                                                                                                                                                                                                               ,16,Pagada    ,8.4208,0,0,0,0,0,0,0,0,52.63,0,1,PESOS                                                                           ,19.9572,29,GUADALAJARA                             ,            ,0,0,F     ,0,       ,0,       ,VI        ,51PLCV01            ,C-VYM NARANJA-MANDARINA C/11 SOBRES     ,       ,PIEZA ,1,52.63,0,0,25.42726844,20K2130                       ,                         ,                                        ,20K2130                       
N2190     ,Dev. Just.   ,17/12/2020,FAR      ,10802,142.65,0,PHARMA PLUS                                                                                                                                                                                                                                                   ,364,Pagada    ,19.6752,0,0,0,0,0,0,0,0,122.97,0,1,PESOS                                                                           ,19.9513,27,MEXICO                                  ,            ,0,0,F     ,0,       ,0,       ,CP        ,51PLCP02            ,COLAGENER 3 G PIÑA-COCO 200G (OBSOLETO) ,       ,PZA   ,1,122.97,0,0,59.04710545,20G0193                       ,                         ,                                        ,20H0203                       
N2190     ,Dev. Just.   ,17/12/2020,FAR      ,10802,308.94,0,PHARMA PLUS                                                                                                                                                                                                                                                   ,364,Pagada    ,42.6128,0,0,0,0,0,0,0,0,266.33,0,1,PESOS                                                                           ,19.9513,27,MEXICO                                  ,            ,0,0,F     ,0,       ,0,       ,POLVO     ,51PLSK01            ,SKIN 30 SOBRES 12G                      ,       ,PZA   ,1,266.33,0,0,70.565454,20H0203                       ,                         ,                                        ,20H0203                       
N2205     ,Dev. Just.   ,22/12/2020,FAR      ,10938,12058.2,0,LABORATORIO ELMOR MEXICO                                                                                                                                                                                                                                      ,368,Pagada    ,1663.2,0,0,0,0,0,0,0,0,10395,0,1,PESOS                                                                           ,20.0905,27,MEXICO                                  ,            ,0,0,F     ,0,       ,0,       ,ANT       ,CCB-0884            ,ANTICIPO                                ,       ,SER   ,1,10395,0,0,0,                              ,                         ,                                        ,                              
N2207     ,Dev. Just.   ,23/12/2020,FAR      ,10837,1274.55,0,"BRUDIFARMA, S.A. DE C.V.                                                                                                                                                                                                                                      ",260,Pagada    ,175.8,0,0,0,0,0,0,0,0,1098.75,0,1,PESOS                                                                           ,20.0562,27,MEXICO                                  ,            ,0,0,F     ,0,       ,0,       ,VR        ,51JBNC01            ,NATUBRON CERO JARABE 240 ML             ,       ,PZA   ,25,43.95,0,0,286.4075375,20J0297                       ,                         ,                                        ,20J0297                       
N2214     ,Dev. Just.   ,30/12/2020,FAR      ,10385,23995.95,0,"LEVIC, S.A. DE C.V.                                                                                                                                                                                                                                           ",281,Pagada    ,3309.7856,0,0,0,0,0,0,0,0,20686.16,0,1,PESOS                                                                           ,20.0477,27,MEXICO                                  ,            ,0,0,F     ,0,       ,0,       ,VI        ,51TBCV01            ,C-VYM CON 30 TABLETAS MASTICABLES       ,       ,PIEZA ,484,42.74,0,0,11179.90368,20I2070                       ,                         ,                                        ,20I2070                       
N2215     ,Dev. Just.   ,30/12/2020,FAR      ,9764,12890.38,0,"LEVIC, S.A. DE C.V.                                                                                                                                                                                                                                           ",281,Pagada    ,1777.984,0,0,0,0,0,0,0,0,11112.4,0,1,PESOS                                                                           ,20.0477,27,MEXICO                                  ,            ,0,0,F     ,0,       ,0,       ,VI        ,51TBCV01            ,C-VYM CON 30 TABLETAS MASTICABLES       ,       ,PIEZA ,260,42.74,0,0,4415.70532,20E2033                       ,                         ,                                        ,20E2033                       
N2220     ,Dev. Just.   ,30/12/2020,FAR      ,10958,459.82,0,PHARMA PLUS                                                                                                                                                                                                                                                   ,364,Pagada    ,63.42336,0,0,0,0,0,0,0,0,396.396,0,1,PESOS                                                                           ,20.0477,27,MEXICO                                  ,            ,0,0,F     ,0,       ,0,       ,VI        ,51TBCV01            ,C-VYM CON 30 TABLETAS MASTICABLES       ,       ,PIEZA ,6,66.066,0,0,98.19538392,20L2165                       ,                         ,                                        ,20L0367                       
N2220     ,Dev. Just.   ,30/12/2020,FAR      ,10958,817.17,0,PHARMA PLUS                                                                                                                                                                                                                                                   ,364,Pagada    ,112.7136,0,0,0,0,0,0,0,0,704.46,0,1,PESOS                                                                           ,20.0477,27,MEXICO                                  ,            ,0,0,F     ,0,       ,0,       ,VI        ,51CPDL01            ,DIALAVIT C/30 CAPS                      ,       ,PZA   ,6,117.41,0,0,119.4646104,20H0229                       ,                         ,                                        ,20L0367                       
N2220     ,Dev. Just.   ,30/12/2020,FAR      ,10958,68307.76,0,PHARMA PLUS                                                                                                                                                                                                                                                   ,364,Pagada    ,9421.76,0,0,0,0,0,0,0,0,58886,0,1,PESOS                                                                           ,20.0477,27,MEXICO                                  ,            ,0,0,F     ,0,       ,0,       ,CP        ,51PLCC01            ,COLAGENER CERO AZUCAR 450GR             ,       ,PZA   ,200,294.43,0,0,19535.10026,20L0367                       ,                         ,                                        ,20L0367                       
N2222     ,Dev. Just.   ,30/12/2020,FAR      ,10964,200.22,0,PHARMA PLUS                                                                                                                                                                                                                                                   ,364,Pagada    ,27.616,0,0,0,0,0,0,0,0,172.6,0,1,PESOS                                                                           ,20.0477,27,MEXICO                                  ,            ,0,0,F     ,0,       ,0,       ,VI        ,51PLCV03            ,C-VYM CERO AZUCAR C/11 SOBRES           ,       ,PIEZA ,2,86.3,0,0,40.09396164,20K2150                       ,                         ,                                        ,20L0364                       
N2222     ,Dev. Just.   ,30/12/2020,FAR      ,10964,273231.04,0,PHARMA PLUS                                                                                                                                                                                                                                                   ,364,Pagada    ,37687.04,0,0,0,0,0,0,0,0,235544,0,1,PESOS                                                                           ,20.0477,27,MEXICO                                  ,            ,0,0,F     ,0,       ,0,       ,CP        ,51PLCC01            ,COLAGENER CERO AZUCAR 450GR             ,       ,PZA   ,800,294.43,0,0,78140.40104,20L0367                       ,                         ,                                        ,20L0364                       
N2222     ,Dev. Just.   ,30/12/2020,FAR      ,10964,802.91,0,PHARMA PLUS                                                                                                                                                                                                                                                   ,364,Pagada    ,110.7456,0,0,0,0,0,0,0,0,692.16,0,1,PESOS                                                                           ,20.0477,27,MEXICO                                  ,            ,0,0,F     ,0,       ,0,       ,CP        ,51PLCD01            ,COLAGENER 10 500GR                      ,       ,PZA   ,2,346.08,0,0,287.5499017,20L0364                       ,                         ,                                        ,20L0364                       
N2224     ,Dev. Just.   ,30/12/2020,FAR      ,10970,9968.58,0,REINVEX INTEGRA SA DE CV                                                                                                                                                                                                                                      ,372,Pagada    ,1374.976,0,0,0,0,0,0,0,0,8593.6,0,1,PESOS                                                                           ,20.0477,27,MEXICO                                  ,            ,0,0,F     ,0,       ,0,       ,VN        ,51TBEX01            ,EXZON C/90 TABS.                        ,       ,PZA   ,160,53.71,0,0,3917.002485,20K0061                       ,                         ,                                        ,20K0061                       
N2232     ,Dev. Just.   ,07/01/2021,FAR      ,10986,189.25,0,ROSARIO MENDOZA MACEDO                                                                                                                                                                                                                                        ,8,Pagada    ,26.104,0,0,0,0,0,0,0,0,163.15,0,1,PESOS                                                                           ,19.9437,29,GUADALAJARA                             ,            ,0,0,F     ,0,       ,0,       ,VI        ,51TBBP01            ,B-PLEX C/30 TABS.                       ,       ,PZA   ,5,32.63,0,0,44.11309805,20J0305                       ,                         ,                                        ,20J0305                       
N2247     ,Dev. Just.   ,12/01/2021,FAR      ,10921,229.91,0,PHARMA PLUS                                                                                                                                                                                                                                                   ,364,Pagada    ,31.71168,0,0,0,0,0,0,0,0,198.198,0,1,PESOS                                                                           ,20.113,27,MEXICO                                  ,            ,0,0,F     ,0,       ,0,       ,VI        ,51TBCV01            ,C-VYM CON 30 TABLETAS MASTICABLES       ,       ,PIEZA ,3,66.066,0,0,48.49943862,20L2164                       ,                         ,                                        ,20J0299                       
N2247     ,Dev. Just.   ,12/01/2021,FAR      ,10921,600.65,0,PHARMA PLUS                                                                                                                                                                                                                                                   ,364,Pagada    ,82.848,0,0,0,0,0,0,0,0,517.8,0,1,PESOS                                                                           ,20.113,27,MEXICO                                  ,            ,0,0,F     ,0,       ,0,       ,VI        ,51PLCV03            ,C-VYM CERO AZUCAR C/11 SOBRES           ,       ,PIEZA ,6,86.3,0,0,135.1280561,20K2149                       ,                         ,                                        ,20J0299                       
N2247     ,Dev. Just.   ,12/01/2021,FAR      ,10921,56.2,0,PHARMA PLUS                                                                                                                                                                                                                                                   ,364,Pagada    ,7.752,0,0,0,0,0,0,0,0,48.45,0,1,PESOS                                                                           ,20.113,27,MEXICO                                  ,            ,0,0,F     ,0,       ,0,       ,VI        ,51CPVF01            ,BIOMIVIT 400 30 / CAPS                  ,       ,PZA   ,1,48.45,0,0,9.26446218,20J0299                       ,                         ,                                        ,20J0299                       
N2248     ,Dev. Just.   ,12/01/2021,FAR      ,10854,98.9,0,DIFARMER                                                                                                                                                                                                                                                      ,4,Pagada    ,13.6416,0,0,0,0,0,0,0,0,85.26,0,1,PESOS                                                                           ,20.113,29,GUADALAJARA                             ,            ,0,0,F     ,0,       ,0,       ,VR        ,51JBNC01            ,NATUBRON CERO JARABE 240 ML             ,       ,PZA   ,2,42.63,0,0,22.70354272,20K0333                       ,                         ,                                        ,20K0333                       
N2249     ,Dev. Just.   ,12/01/2021,FAR      ,10978,274.75,0,PHARMA AMIGO SA DE CV                                                                                                                                                                                                                                         ,373,Pagada    ,37.896,0,0,0,0,0,0,0,0,236.85,0,1,PESOS                                                                           ,20.113,27,MEXICO                                  ,            ,0,0,F     ,0,       ,0,       ,HR        ,51TBPF01            ,PLENIFORM 40 /30 TABS.                  ,       ,PZA   ,5,47.37,0,0,43.28861805,20K0321                       ,                         ,                                        ,20K0321                       
N2250     ,Dev. Just.   ,12/01/2021,FAR      ,10970,7476.43,0,REINVEX INTEGRA SA DE CV                                                                                                                                                                                                                                      ,372,Pagada    ,1031.232,0,0,0,0,0,0,0,0,6445.2,0,1,PESOS                                                                           ,20.113,27,MEXICO                                  ,            ,0,0,F     ,0,       ,0,       ,VN        ,51TBEX01            ,EXZON C/90 TABS.                        ,       ,PZA   ,120,53.71,0,0,2937.751864,20K0061                       ,                         ,                                        ,20K0061                       
N2253     ,Dev. Just.   ,15/01/2021,FAR      ,11069,198000,0,BOREAL FARMACEUTICA                                                                                                                                                                                                                                           ,350,Pagada    ,27310.34482,0,0,0,0,0,0,0,0,170689.6551,0,1,PESOS                                                                           ,19.7793,29,GUADALAJARA                             ,            ,0,0,F     ,0,       ,0,       ,ANT       ,CCB-0884            ,ANTICIPO                                ,       ,SER   ,1,170689.6551,0,0,0,                              ,                         ,                                        ,                              
N2263     ,Dev. Just.   ,19/01/2021,FAR      ,11007,459.82,0,PHARMA PLUS                                                                                                                                                                                                                                                   ,364,Pagada    ,63.42336,0,0,0,0,0,0,0,0,396.396,0,1,PESOS                                                                           ,17.757,27,MEXICO                                  ,            ,0,0,F     ,0,       ,0,       ,VI        ,51TBCV01            ,C-VYM CON 30 TABLETAS MASTICABLES       ,       ,PIEZA ,6,66.066,0,0,97.04137938,20L2186                       ,                         ,                                        ,20L2186                       
N2273     ,Dev. Just.   ,22/01/2021,FAR      ,11021,370.9,0,REMEDIO S.A. DE C.V.                                                                                                                                                                                                                                          ,110,Pagada    ,51.1584,0,0,0,0,0,0,0,0,319.74,0,1,PESOS                                                                           ,19.5793,29,GUADALAJARA                             ,            ,0,0,F     ,0,       ,0,       ,VR        ,51JBNC01            ,NATUBRON CERO JARABE 240 ML             ,       ,PZA   ,6,53.29,0,0,68.0760252,20L0344                       ,                         ,                                        ,20L0344                       
N2274     ,Dev. Just.   ,25/01/2021,FAR      ,10992,682.17,0,PHARMA PLUS                                                                                                                                                                                                                                                   ,364,Pagada    ,94.0928,0,0,0,0,0,0,0,0,588.08,0,1,PESOS                                                                           ,19.7393,27,MEXICO                                  ,            ,0,0,F     ,0,       ,0,       ,VI        ,51PLCV01            ,C-VYM NARANJA-MANDARINA C/11 SOBRES     ,       ,PIEZA ,8,73.51,0,0,197.7725454,20L2184                       ,                         ,                                        ,20L2184                       
N2275     ,Dev. Just.   ,25/01/2021,FAR      ,10994,596.61,0,PHARMA PLUS                                                                                                                                                                                                                                                   ,364,Pagada    ,82.2912,0,0,0,0,0,0,0,0,514.32,0,1,PESOS                                                                           ,19.7393,27,MEXICO                                  ,            ,0,0,F     ,0,       ,0,       ,VN        ,51TBVA01            ,VANESIR /45 TABS.                       ,       ,PZA   ,8,64.29,0,0,74.93898672,20J0281                       ,                         ,                                        ,20J0281                       
N2276     ,Dev. Just.   ,25/01/2021,FAR      ,11100,1366.16,0,PHARMA PLUS                                                                                                                                                                                                                                                   ,364,Pagada    ,188.4352,0,0,0,0,0,0,0,0,1177.72,0,1,PESOS                                                                           ,19.7393,27,MEXICO                                  ,            ,0,0,F     ,0,       ,0,       ,CP        ,51PLCC01            ,COLAGENER CERO AZUCAR 450GR             ,       ,PZA   ,4,294.43,0,0,390.7020052,20L0367                       ,                         ,                                        ,20L0367                       
N2284     ,Dev. Just.   ,29/01/2021,FAR      ,11030,4615,0,"BRUDIFARMA, S.A. DE C.V.                                                                                                                                                                                                                                      ",260,Pagada    ,636.552,0,0,0,0,0,0,0,0,3978.45,0,1,PESOS                                                                           ,20.2697,27,MEXICO                                  ,            ,0,0,F     ,0,       ,0,       ,PR        ,51TBBF02            ,BIOFOLIC 400 / 60 TABS.                 ,       ,PZA   ,135,29.47,0,0,696.2283545,20K0325                       ,                         ,                                        ,20K0325                       
N2285     ,Dev. Just.   ,02/02/2021,FAR      ,11201,46121.6,0,LABORATORIO ELMOR MEXICO                                                                                                                                                                                                                                      ,368,Pagada    ,6361.6,0,0,0,0,0,0,0,0,39760,0,1,PESOS                                                                           ,20.2697,27,MEXICO                                  ,            ,0,0,F     ,0,       ,0,       ,ANT       ,CCB-0884            ,ANTICIPO                                ,       ,SER   ,1,39760,0,0,0,                              ,                         ,                                        ,                              
N2287     ,Dev. Just.   ,02/02/2021,FAR      ,11203,209322,0,LABORATORIO ELMOR MEXICO                                                                                                                                                                                                                                      ,368,Pagada    ,28872,0,0,0,0,0,0,0,0,180450,0,1,PESOS                                                                           ,20.2697,27,MEXICO                                  ,            ,0,0,F     ,0,       ,0,       ,ANT       ,CCB-0884            ,ANTICIPO                                ,       ,SER   ,1,180450,0,0,0,                              ,                         ,                                        ,                              
N2297     ,Dev. Just.   ,17/02/2021,FAR      ,11030,5687.71,0,"BRUDIFARMA, S.A. DE C.V.                                                                                                                                                                                                                                      ",260,Pagada    ,784.512,0,0,0,0,0,0,0,0,4903.2,0,1,PESOS                                                                           ,20.2023,27,MEXICO                                  ,            ,0,0,F     ,0,       ,0,       ,VI        ,51CPVF01            ,BIOMIVIT 400 30 / CAPS                  ,       ,PZA   ,135,36.32,0,0,1112.573362,20L0352                       ,                         ,                                        ,20L0352                       
N2298     ,Dev. Just.   ,17/02/2021,FAR      ,11230,852.6,0,NUTRIMANIA                                                                                                                                                                                                                                                    ,292,Pagada    ,117.6,0,0,0,0,0,0,0,0,735,0,1,PESOS                                                                           ,20.2023,27,MEXICO                                  ,            ,0,0,F     ,0,       ,0,       ,VR        ,51JBNC01            ,NATUBRON CERO JARABE 240 ML             ,       ,PZA   ,15,49,0,0,170.1811524,20K0339                       ,                         ,                                        ,20K0339                       
N2301     ,Dev. Just.   ,19/02/2021,FAR      ,11262,10904,0,"BRUDIFARMA, S.A. DE C.V.                                                                                                                                                                                                                                      ",260,Pagada    ,1504,0,0,0,0,0,0,0,0,9400,0,1,PESOS                                                                           ,20.4165,27,MEXICO                                  ,            ,0,0,F     ,0,       ,0,       ,VN        ,51TBEX01            ,EXZON C/90 TABS.                        ,       ,PZA   ,200,47,0,0,3210.656782,20K0063                       ,                         ,                                        ,20K0063                       
N2310     ,Dev. Just.   ,19/02/2021,FAR      ,11158,9009.72,0,PHARMA PLUS                                                                                                                                                                                                                                                   ,364,Pagada    ,1242.72,0,0,0,0,0,0,0,0,7767,0,1,PESOS                                                                           ,20.4165,27,MEXICO                                  ,            ,0,0,F     ,0,       ,0,       ,VI        ,51PLCV03            ,C-VYM CERO AZUCAR C/11 SOBRES           ,       ,PIEZA ,90,86.3,0,0,2407.214426,21A2017                       ,                         ,                                        ,20L2209                       
N2310     ,Dev. Just.   ,19/02/2021,FAR      ,11158,8100.8,0,PHARMA PLUS                                                                                                                                                                                                                                                   ,364,Pagada    ,1117.352,0,0,0,0,0,0,0,0,6983.45,0,1,PESOS                                                                           ,20.4165,27,MEXICO                                  ,            ,0,0,F     ,0,       ,0,       ,VI        ,51PLCV01            ,C-VYM NARANJA-MANDARINA C/11 SOBRES     ,       ,PIEZA ,95,73.51,0,0,2373.48929,20L2209                       ,                         ,                                        ,20L2209                       
N2311     ,Dev. Just.   ,19/02/2021,FAR      ,11234,1301.4,0,PHARMA PLUS                                                                                                                                                                                                                                                   ,364,Pagada    ,179.504,0,0,0,0,0,0,0,0,1121.9,0,1,PESOS                                                                           ,20.4165,27,MEXICO                                  ,            ,0,0,F     ,0,       ,0,       ,VI        ,51PLCV03            ,C-VYM CERO AZUCAR C/11 SOBRES           ,       ,PIEZA ,13,86.3,0,0,304.913125,21A2018                       ,                         ,                                        ,21A2033                       
N2311     ,Dev. Just.   ,19/02/2021,FAR      ,11234,459.82,0,PHARMA PLUS                                                                                                                                                                                                                                                   ,364,Pagada    ,63.42336,0,0,0,0,0,0,0,0,396.396,0,1,PESOS                                                                           ,20.4165,27,MEXICO                                  ,            ,0,0,F     ,0,       ,0,       ,VI        ,51TBCV01            ,C-VYM CON 30 TABLETAS MASTICABLES       ,       ,PIEZA ,6,66.066,0,0,96.15751944,21A2033                       ,                         ,                                        ,21A2033                       
