No_nota   ,Tip_not      ,Fecha     ,Fec_rea   ,Conc,Cve_factu,No_fac    ,Tot_nota            ,Saldo               ,Nom_cte                                                                                                                                                                                                                                                       ,No_cliente,No_estado ,Iva                 ,Ieps                ,Retisrcre           ,Retiva_not          ,Impto1              ,Impto2              ,Timpto1,Timpto2,Otrosimptos,Subtotal            ,Descuento           ,Cve_mon   ,Des_mon                                                                         ,Tip_cam   ,Cve_age,Nom_age                                 ,Cve_ncre    ,Cve_mov   ,Num_cuenta,Afeban,No_ped    ,Suc_ped,No_rem    ,Suc_rem,4
N4613     ,Descuento    ,28/08/2024,  /  /    ,F   ,FAR      ,21673,14597.09,0,REINVEX INTEGRA SA DE CV                                                                                                                                                                                                                                      ,372,Pagada    ,2013.39,0,0,0,0,0,0,0,0,12583.7,0,1,PESOS                                                                           ,19.382,30,SAMUEL RIVERO                           ,A7          ,0,0,F     ,0,       ,0,       ,N4613         
N4614     ,Descuento    ,28/08/2024,  /  /    ,F   ,FAR      ,21673,5800,0,REINVEX INTEGRA SA DE CV                                                                                                                                                                                                                                      ,372,Pagada    ,800,0,0,0,0,0,0,0,0,5000,0,1,PESOS                                                                           ,19.382,30,SAMUEL RIVERO                           ,A7          ,0,0,F     ,0,       ,0,       ,N4614         
N4615     ,Descuento    ,28/08/2024,  /  /    ,F   ,FAR      ,21673,34800,0,REINVEX INTEGRA SA DE CV                                                                                                                                                                                                                                      ,372,Pagada    ,4800,0,0,0,0,0,0,0,0,30000,0,1,PESOS                                                                           ,19.382,30,SAMUEL RIVERO                           ,A7          ,0,0,F     ,0,       ,0,       ,N4615         
N4617     ,Descuento    ,28/08/2024,  /  /    ,F   ,FAR      ,21467,17400,0,"LEVIC, S.A. DE C.V.                                                                                                                                                                                                                                           ",281,Pagada    ,2400,0,0,0,0,0,0,0,0,15000,0,1,PESOS                                                                           ,19.382,35,MARIA CRISTINA AGUILAR                  ,A7          ,0,0,F     ,0,       ,0,       ,N4617         
N4618     ,Descuento    ,28/08/2024,  /  /    ,F   ,FAR      ,21673,5800,0,REINVEX INTEGRA SA DE CV                                                                                                                                                                                                                                      ,372,Pagada    ,800,0,0,0,0,0,0,0,0,5000,0,1,PESOS                                                                           ,19.382,30,SAMUEL RIVERO                           ,A7          ,0,0,F     ,0,       ,0,       ,N4618         
N4623     ,Descuento    ,30/08/2024,  /  /    ,F   ,FAR      ,22166,5462.06,0,DIFARMER                                                                                                                                                                                                                                                      ,4,Pagada    ,753.39,0,0,0,0,0,0,0,0,4708.67,0,1,PESOS                                                                           ,19.6037,35,MARIA CRISTINA AGUILAR                  ,A2          ,0,0,F     ,0,       ,0,       ,N4623         
N4624     ,Descuento    ,30/08/2024,  /  /    ,F   ,FAR      ,22164,8083.2,0,DIFARMER                                                                                                                                                                                                                                                      ,4,Pagada    ,1114.92,0,0,0,0,0,0,0,0,6968.28,0,1,PESOS                                                                           ,19.6037,35,MARIA CRISTINA AGUILAR                  ,A2          ,0,0,F     ,0,       ,0,       ,N4624         
N4627     ,Descuento    ,30/08/2024,  /  /    ,F   ,FAR      ,22370,40.15,0,VENTA MENUDEO E-COMMERCE                                                                                                                                                                                                                                      ,390,Pagada    ,5.54,0,0,0,0,0,       ,       ,0,34.61,0,1,PESOS                                                                           ,1,40,VANIA                                   ,A10         ,          ,0,F     ,          ,       ,          ,       ,N4627         
N4637     ,Descuento    ,04/09/2024,  /  /    ,F   ,FAR      ,20463,454789.38,0,"GRISI HNOS., S.A. DE C.V                                                                                                                                                                                                                                      ",405,Pagada    ,62729.57,0,0,0,0,0,0,0,0,392059.81,0,1,PESOS                                                                           ,19.798,29,GUADALAJARA                             ,DESC        ,0,0,F     ,0,       ,0,       ,N4637         
N4638     ,Descuento    ,04/09/2024,  /  /    ,F   ,         ,          ,318350.62,0,"GRISI HNOS., S.A. DE C.V                                                                                                                                                                                                                                      ",405,Pagada    ,43910.43,0,0,0,0,0,0,0,0,274440.19,0,1,PESOS                                                                           ,19.798,29,GUADALAJARA                             ,DESC        ,0,0,F     ,0,       ,0,       ,N4638         
N4643     ,Descuento    ,04/09/2024,  /  /    ,F   ,         ,          ,128612.45,0,"GRISI HNOS., S.A. DE C.V                                                                                                                                                                                                                                      ",405,Pagada    ,17739.65,0,0,0,0,0,0,0,0,110872.8,0,1,PESOS                                                                           ,19.798,29,GUADALAJARA                             ,DESC        ,0,0,F     ,0,       ,0,       ,N4643         
N4645     ,Descuento    ,04/09/2024,  /  /    ,F   ,         ,          ,23001.83,0,"GRISI HNOS., S.A. DE C.V                                                                                                                                                                                                                                      ",405,Pagada    ,3172.67,0,0,0,0,0,0,0,0,19829.16,0,1,PESOS                                                                           ,19.798,29,GUADALAJARA                             ,DESC        ,0,0,F     ,0,       ,0,       ,N4645         
N4646     ,Descuento    ,05/09/2024,  /  /    ,F   ,FAR      ,22176,45820,0,DISTRIBUIDORA SEVI S.A. DE C.V.                                                                                                                                                                                                                               ,16,Pagada    ,6320,0,0,0,0,0,0,0,0,39500,0,1,PESOS                                                                           ,19.8335,38,ERNESTO MURILLO                         ,A7          ,0,0,F     ,0,       ,0,       ,N4646         
N4650     ,Descuento    ,06/09/2024,  /  /    ,F   ,FAR      ,22168,7159.28,0,DIFARMER                                                                                                                                                                                                                                                      ,4,Pagada    ,987.49,0,0,0,0,0,0,0,0,6171.79,0,1,PESOS                                                                           ,19.846,35,MARIA CRISTINA AGUILAR                  ,A2          ,0,0,F     ,0,       ,0,       ,N4650         
N4659     ,Descuento    ,10/09/2024,  /  /    ,F   ,FAR      ,22391,2027.24,0,PHARMA PLUS SA DE CV                                                                                                                                                                                                                                          ,435,Pagada    ,279.62,0,0,0,0,0,0,0,0,1747.62,0,1,PESOS                                                                           ,20.0172,36,CHANTAL FLORES                          ,A12         ,0,0,F     ,0,       ,0,       ,N4659         
N4660     ,Descuento    ,10/09/2024,  /  /    ,F   ,FAR      ,22391,1259.48,0,PHARMA PLUS SA DE CV                                                                                                                                                                                                                                          ,435,Pagada    ,173.72,0,0,0,0,0,0,0,0,1085.76,0,1,PESOS                                                                           ,20.0172,36,CHANTAL FLORES                          ,A12         ,0,0,F     ,0,       ,0,       ,N4660         
N4662     ,Descuento    ,10/09/2024,  /  /    ,F   ,FAR      ,21639,23160.4,0,SUPER MAYOREO NATURISTA S.A. DE C.V.                                                                                                                                                                                                                          ,61,Pagada    ,3194.54,0,0,0,0,0,0,0,0,19965.86,0,1,PESOS                                                                           ,20.0172,32,KARLA ANDREA PINZON                     ,A12         ,0,0,F     ,0,       ,0,       ,N4662         
N4664     ,Descuento    ,11/09/2024,  /  /    ,F   ,FAR      ,22394,1694.35,0,FARMACOS NACIONALES SA DE CV                                                                                                                                                                                                                                  ,429,Pagada    ,233.7,0,0,0,0,0,0,0,0,1460.65,0,1,PESOS                                                                           ,19.8798,35,MARIA CRISTINA AGUILAR                  ,A7          ,0,0,F     ,0,       ,0,       ,N4664         
N4665     ,Descuento    ,11/09/2024,  /  /    ,F   ,FAR      ,21456,1994.01,0,PHARMA PLUS SA DE CV                                                                                                                                                                                                                                          ,435,Pagada    ,275.04,0,0,0,0,0,0,0,0,1718.97,0,1,PESOS                                                                           ,19.8798,34,JOSE ANTONIO CRUZ                       ,A2          ,0,0,F     ,0,       ,0,       ,N4665         
N4667     ,Descuento    ,12/09/2024,  /  /    ,F   ,FAR      ,22459,940.01,0,VENTA MENUDEO                                                                                                                                                                                                                                                 ,1,Pagada    ,129.66,0,0,0,0,0,0,0,0,810.35,0,1,PESOS                                                                           ,20.0583,29,GUADALAJARA                             ,A2          ,0,0,F     ,0,       ,0,       ,N4667         
N4669     ,Descuento    ,12/09/2024,  /  /    ,F   ,FAR      ,22443,414.35,0,REINVEX INTEGRA SA DE CV                                                                                                                                                                                                                                      ,372,Pagada    ,57.15,0,0,0,0,0,0,0,0,357.2,0,1,PESOS                                                                           ,20.0583,36,CHANTAL FLORES                          ,A13         ,0,0,F     ,0,       ,0,       ,N4669         
N4672     ,Descuento    ,17/09/2024,  /  /    ,F   ,FAR      ,20306,1969.6,0,REMEDIO S.A. DE C.V.                                                                                                                                                                                                                                          ,110,Pagada    ,271.67,0,0,0,0,0,0,0,0,1697.93,0,1,PESOS                                                                           ,19.5887,32,KARLA ANDREA PINZON                     ,A6          ,0,0,F     ,0,       ,0,       ,N4672         
N4673     ,Descuento    ,18/09/2024,  /  /    ,F   ,FAR      ,22562,35,0,FARMACIAS DE SIMILARES SA DE CV                                                                                                                                                                                                                               ,443,Pagada    ,4.83,0,0,0,0,0,0,0,0,30.17,0,1,PESOS                                                                           ,19.2483,4,DIRECTO                                 ,A13         ,0,0,F     ,0,       ,0,       ,N4673         
N4676     ,Descuento    ,19/09/2024,  /  /    ,F   ,FAR      ,21766,23807.74,0,SUPER MAYOREO NATURISTA S.A. DE C.V.                                                                                                                                                                                                                          ,61,Pagada    ,3283.83,0,0,0,0,0,0,0,0,20523.91,0,1,PESOS                                                                           ,19.267,32,KARLA ANDREA PINZON                     ,DESC        ,0,0,F     ,0,       ,0,       ,N4676         
N4677     ,Descuento    ,20/09/2024,  /  /    ,F   ,FAR      ,22621,697.95,0,"PHARMA LIFE, S DE RL DE CV                                                                                                                                                                                                                                    ",252,Pagada    ,96.27,0,0,0,0,0,0,0,0,601.68,0,1,PESOS                                                                           ,19.3033,33,TANIA CASTELLANOS                       ,A13         ,0,0,F     ,0,       ,0,       ,N4677         
N4690     ,Descuento    ,23/09/2024,  /  /    ,F   ,FAR      ,22450,37647.75,0,PHARMA PLUS SA DE CV                                                                                                                                                                                                                                          ,435,Pagada    ,5192.79,0,0,0,0,0,0,0,0,32454.96,0,1,PESOS                                                                           ,19.2773,36,CHANTAL FLORES                          ,A7          ,0,0,F     ,0,       ,0,       ,N4690         
N4692     ,Descuento    ,23/09/2024,  /  /    ,F   ,FAR      ,22358,36563.42,0,PHARMA PLUS SA DE CV                                                                                                                                                                                                                                          ,435,Pagada    ,5043.23,0,0,0,0,0,0,0,0,31520.19,0,1,PESOS                                                                           ,19.2773,36,CHANTAL FLORES                          ,A7          ,0,0,F     ,0,       ,0,       ,N4692         
N4693     ,Descuento    ,23/09/2024,  /  /    ,F   ,FAR      ,22649,3902.24,0,REINVEX INTEGRA SA DE CV                                                                                                                                                                                                                                      ,372,Pagada    ,538.24,0,0,0,0,0,0,0,0,3364,0,1,PESOS                                                                           ,19.2773,36,CHANTAL FLORES                          ,A3          ,0,0,F     ,0,       ,0,       ,N4693         
N4694     ,Descuento    ,23/09/2024,  /  /    ,F   ,FAR      ,22453,207.88,0,DIFARMER                                                                                                                                                                                                                                                      ,4,Pagada    ,28.67,0,0,0,0,0,0,0,0,179.21,0,1,PESOS                                                                           ,19.2773,35,MARIA CRISTINA AGUILAR                  ,A12         ,0,0,F     ,0,       ,0,       ,N4694         
N4695     ,Descuento    ,24/09/2024,  /  /    ,F   ,FAR      ,22449,2824.37,0,DIFARMER                                                                                                                                                                                                                                                      ,4,Pagada    ,389.57,0,0,0,0,0,0,0,0,2434.8,0,1,PESOS                                                                           ,19.3725,35,MARIA CRISTINA AGUILAR                  ,A13         ,0,0,F     ,0,       ,0,       ,N4695         
N4709     ,Descuento    ,18/10/2024,  /  /    ,F   ,FAR      ,22670,4042.6,0,KPS COMERCIALIZADORA SA DE CV                                                                                                                                                                                                                                 ,439,Pagada    ,557.6,0,0,0,0,0,0,0,0,3485,0,1,PESOS                                                                           ,19.8925,4,DIRECTO                                 ,A13         ,0,0,F     ,0,       ,0,       ,N4709         
N4711     ,Descuento    ,22/10/2024,  /  /    ,F   ,FAR      ,23007,30.02,0,VENTA MENUDEO                                                                                                                                                                                                                                                 ,1,Pagada    ,4.14,0,0,0,0,0,       ,       ,0,25.88,0,1,PESOS                                                                           ,1,29,GUADALAJARA                             ,A10         ,          ,0,F     ,          ,       ,          ,       ,N4711         
N4712     ,Descuento    ,22/10/2024,  /  /    ,F   ,FAR      ,23027,8.51,0,VENTA MENUDEO                                                                                                                                                                                                                                                 ,1,Pagada    ,1.17,0,0,0,0,0,       ,       ,0,7.34,0,1,PESOS                                                                           ,1,29,GUADALAJARA                             ,A10         ,          ,0,F     ,          ,       ,          ,       ,N4712         
N4713     ,Descuento    ,22/10/2024,  /  /    ,F   ,FAR      ,22989,46.94,0,VENTA MENUDEO                                                                                                                                                                                                                                                 ,1,Pagada    ,6.47,0,0,0,0,0,       ,       ,0,40.47,0,1,PESOS                                                                           ,1,29,GUADALAJARA                             ,A10         ,          ,0,F     ,          ,       ,          ,       ,N4713         
N4714     ,Descuento    ,22/10/2024,  /  /    ,F   ,FAR      ,22848,31.36,0,VENTA MENUDEO                                                                                                                                                                                                                                                 ,1,Pagada    ,4.33,0,0,0,0,0,       ,       ,0,27.03,0,1,PESOS                                                                           ,1,29,GUADALAJARA                             ,A10         ,          ,0,F     ,          ,       ,          ,       ,N4714         
N4715     ,Descuento    ,22/10/2024,  /  /    ,F   ,FAR      ,22846,33.85,0,VENTA MENUDEO                                                                                                                                                                                                                                                 ,1,Pagada    ,4.67,0,0,0,0,0,       ,       ,0,29.18,0,1,PESOS                                                                           ,1,29,GUADALAJARA                             ,A10         ,          ,0,F     ,          ,       ,          ,       ,N4715         
N4716     ,Descuento    ,22/10/2024,  /  /    ,F   ,FAR      ,22918,11.89,0,VENTA MENUDEO                                                                                                                                                                                                                                                 ,1,Pagada    ,1.64,0,0,0,0,0,       ,       ,0,10.25,0,1,PESOS                                                                           ,1,29,GUADALAJARA                             ,A10         ,          ,0,F     ,          ,       ,          ,       ,N4716         
N4717     ,Descuento    ,22/10/2024,  /  /    ,F   ,FAR      ,22747,8.82,0,VENTA MENUDEO E-COMMERCE                                                                                                                                                                                                                                      ,390,Pagada    ,1.22,0,0,0,0,0,       ,       ,0,7.6,0,1,PESOS                                                                           ,1,40,VANIA                                   ,A10         ,          ,0,F     ,          ,       ,          ,       ,N4717         
N4718     ,Descuento    ,22/10/2024,  /  /    ,F   ,FAR      ,22798,1.47,0,VENTA MENUDEO E-COMMERCE                                                                                                                                                                                                                                      ,390,Pagada    ,0.2,0,0,0,0,0,       ,       ,0,1.27,0,1,PESOS                                                                           ,1,40,VANIA                                   ,A10         ,          ,0,F     ,          ,       ,          ,       ,N4718         
N4719     ,Descuento    ,22/10/2024,  /  /    ,F   ,FAR      ,22718,3901.83,0,DIFARMER                                                                                                                                                                                                                                                      ,4,Pagada    ,538.18,0,0,0,0,0,0,0,0,3363.65,0,1,PESOS                                                                           ,19.8325,35,MARIA CRISTINA AGUILAR                  ,A2          ,0,0,F     ,0,       ,0,       ,N4719         
N4720     ,Descuento    ,22/10/2024,  /  /    ,F   ,FAR      ,22801,26.58,0,VENTA MENUDEO E-COMMERCE                                                                                                                                                                                                                                      ,390,Pagada    ,3.66,0,0,0,0,0,       ,       ,0,22.92,0,1,PESOS                                                                           ,1,40,VANIA                                   ,A10         ,          ,0,F     ,          ,       ,          ,       ,N4720         
N4721     ,Descuento    ,22/10/2024,  /  /    ,F   ,FAR      ,22831,14.64,0,VENTA MENUDEO E-COMMERCE                                                                                                                                                                                                                                      ,390,Pagada    ,2.02,0,0,0,0,0,       ,       ,0,12.62,0,1,PESOS                                                                           ,1,40,VANIA                                   ,A10         ,          ,0,F     ,          ,       ,          ,       ,N4721         
N4722     ,Descuento    ,22/10/2024,  /  /    ,F   ,FAR      ,22807,30.97,0,VENTA MENUDEO E-COMMERCE                                                                                                                                                                                                                                      ,390,Pagada    ,4.27,0,0,0,0,0,       ,       ,0,26.7,0,1,PESOS                                                                           ,1,40,VANIA                                   ,A10         ,          ,0,F     ,          ,       ,          ,       ,N4722         
N4723     ,Descuento    ,22/10/2024,  /  /    ,F   ,FAR      ,22813,37.47,0,VENTA MENUDEO E-COMMERCE                                                                                                                                                                                                                                      ,390,Pagada    ,5.16,0,0,0,0,0,       ,       ,0,32.31,0,1,PESOS                                                                           ,1,40,VANIA                                   ,A10         ,          ,0,F     ,          ,       ,          ,       ,N4723         
N4724     ,Descuento    ,22/10/2024,  /  /    ,F   ,FAR      ,22823,9.17,0,VENTA MENUDEO E-COMMERCE                                                                                                                                                                                                                                      ,390,Pagada    ,1.26,0,0,0,0,0,       ,       ,0,7.91,0,1,PESOS                                                                           ,1,40,VANIA                                   ,A10         ,          ,0,F     ,          ,       ,          ,       ,N4724         
N4725     ,Descuento    ,22/10/2024,  /  /    ,F   ,FAR      ,22721,3998.47,0,DIFARMER                                                                                                                                                                                                                                                      ,4,Pagada    ,551.51,0,0,0,0,0,0,0,0,3446.96,0,1,PESOS                                                                           ,19.8925,35,MARIA CRISTINA AGUILAR                  ,A2          ,0,0,F     ,0,       ,0,       ,N4725         
N4726     ,Descuento    ,22/10/2024,  /  /    ,F   ,FAR      ,22817,18.45,0,VENTA MENUDEO E-COMMERCE                                                                                                                                                                                                                                      ,390,Pagada    ,2.54,0,0,0,0,0,       ,       ,0,15.91,0,1,PESOS                                                                           ,1,40,VANIA                                   ,A10         ,          ,0,F     ,          ,       ,          ,       ,N4726         
N4727     ,Descuento    ,22/10/2024,  /  /    ,F   ,FAR      ,22828,13.77,0,VENTA MENUDEO E-COMMERCE                                                                                                                                                                                                                                      ,390,Pagada    ,1.9,0,0,0,0,0,       ,       ,0,11.87,0,1,PESOS                                                                           ,1,40,VANIA                                   ,A10         ,          ,0,F     ,          ,       ,          ,       ,N4727         
N4728     ,Descuento    ,22/10/2024,  /  /    ,F   ,FAR      ,22830,20.33,0,VENTA MENUDEO E-COMMERCE                                                                                                                                                                                                                                      ,390,Pagada    ,2.8,0,0,0,0,0,       ,       ,0,17.53,0,1,PESOS                                                                           ,1,40,VANIA                                   ,A10         ,          ,0,F     ,          ,       ,          ,       ,N4728         
N4729     ,Descuento    ,22/10/2024,  /  /    ,F   ,FAR      ,22854,64.55,0,VENTA MENUDEO E-COMMERCE                                                                                                                                                                                                                                      ,390,Pagada    ,8.9,0,0,0,0,0,       ,       ,0,55.65,0,1,PESOS                                                                           ,1,40,VANIA                                   ,A10         ,          ,0,F     ,          ,       ,          ,       ,N4729         
N4730     ,Descuento    ,22/10/2024,  /  /    ,F   ,FAR      ,22863,60.29,0,VENTA MENUDEO E-COMMERCE                                                                                                                                                                                                                                      ,390,Pagada    ,8.31,0,0,0,0,0,       ,       ,0,51.98,0,1,PESOS                                                                           ,1,40,VANIA                                   ,A10         ,          ,0,F     ,          ,       ,          ,       ,N4730         
N4731     ,Descuento    ,22/10/2024,  /  /    ,F   ,FAR      ,22868,65.19,0,VENTA MENUDEO E-COMMERCE                                                                                                                                                                                                                                      ,390,Pagada    ,8.98,0,0,0,0,0,       ,       ,0,56.21,0,1,PESOS                                                                           ,1,40,VANIA                                   ,A10         ,          ,0,F     ,          ,       ,          ,       ,N4731         
N4733     ,Descuento    ,22/10/2024,  /  /    ,F   ,FAR      ,22460,32475.36,0,DISTRIBUIDORA SEVI S.A. DE C.V.                                                                                                                                                                                                                               ,16,Pagada    ,4479.36,0,0,0,0,0,0,0,0,27996,0,1,PESOS                                                                           ,19.8325,38,ERNESTO MURILLO                         ,A13         ,0,0,F     ,0,       ,0,       ,N4733         
N4734     ,Descuento    ,22/10/2024,  /  /    ,F   ,FAR      ,23026,72.86,0,VENTA MENUDEO E-COMMERCE                                                                                                                                                                                                                                      ,390,Pagada    ,10.04,0,0,0,0,0,       ,       ,0,62.82,0,1,PESOS                                                                           ,1,40,VANIA                                   ,A10         ,          ,0,F     ,          ,       ,          ,       ,N4734         
N4735     ,Descuento    ,22/10/2024,  /  /    ,F   ,FAR      ,22997,24.52,0,VENTA MENUDEO E-COMMERCE                                                                                                                                                                                                                                      ,390,Pagada    ,3.38,0,0,0,0,0,       ,       ,0,21.14,0,1,PESOS                                                                           ,1,40,VANIA                                   ,A10         ,          ,0,F     ,          ,       ,          ,       ,N4735         
N4736     ,Descuento    ,23/10/2024,  /  /    ,F   ,FAR      ,21849,31978.1,0,PROMOTORA SALUDANAT SA DE CV                                                                                                                                                                                                                                  ,428,Pagada    ,4410.77,0,0,0,0,0,0,0,0,27567.33,0,1,PESOS                                                                           ,20.0075,33,TANIA CASTELLANOS                       ,A12         ,0,0,F     ,0,       ,0,       ,N4736         
N4737     ,Descuento    ,23/10/2024,  /  /    ,F   ,FAR      ,21849,5872.52,0,PROMOTORA SALUDANAT SA DE CV                                                                                                                                                                                                                                  ,428,Pagada    ,810,0,0,0,0,0,0,0,0,5062.52,0,1,PESOS                                                                           ,20.0075,33,TANIA CASTELLANOS                       ,A3          ,0,0,F     ,0,       ,0,       ,N4737         
N4738     ,Descuento    ,23/10/2024,  /  /    ,F   ,FAR      ,21849,3360.11,0,PROMOTORA SALUDANAT SA DE CV                                                                                                                                                                                                                                  ,428,Pagada    ,463.46,0,0,0,0,0,0,0,0,2896.65,0,1,PESOS                                                                           ,20.0075,33,TANIA CASTELLANOS                       ,A9          ,0,0,F     ,0,       ,0,       ,N4738         
N4739     ,Descuento    ,23/10/2024,  /  /    ,F   ,FAR      ,21639,26627.23,0,SUPER MAYOREO NATURISTA S.A. DE C.V.                                                                                                                                                                                                                          ,61,Pagada    ,3672.72,0,0,0,0,0,0,0,0,22954.51,0,1,PESOS                                                                           ,20.0075,32,KARLA ANDREA PINZON                     ,DESC        ,0,0,F     ,0,       ,0,       ,N4739         
N4741     ,Descuento    ,23/10/2024,  /  /    ,F   ,FAR      ,23009,6.71,0,VENTA MENUDEO E-COMMERCE                                                                                                                                                                                                                                      ,390,Pagada    ,0.93,0,0,0,0,0,       ,       ,0,5.78,0,1,PESOS                                                                           ,1,40,VANIA                                   ,A10         ,          ,0,F     ,          ,       ,          ,       ,N4741         
N4743     ,Descuento    ,23/10/2024,  /  /    ,F   ,         ,          ,30951,0,PHARMA PLUS SA DE CV                                                                                                                                                                                                                                          ,435,Pagada    ,4269.1,0,0,0,0,0,0,0,0,26681.9,0,1,PESOS                                                                           ,20.0075,36,CHANTAL FLORES                          ,A2          ,0,0,F     ,0,       ,0,       ,N4743         
N4744     ,Descuento    ,23/10/2024,  /  /    ,F   ,FAR      ,22032,2040.78,0,SUPER MAYOREO NATURISTA S.A. DE C.V.                                                                                                                                                                                                                          ,61,Pagada    ,281.49,0,0,0,0,0,0,0,0,1759.29,0,1,PESOS                                                                           ,20.0075,33,TANIA CASTELLANOS                       ,A3          ,0,0,F     ,0,       ,0,       ,N4744         
N4746     ,Descuento    ,24/10/2024,  /  /    ,F   ,         ,          ,344169.23,0,"GRISI HNOS., S.A. DE C.V                                                                                                                                                                                                                                      ",405,Pagada    ,47471.62,0,0,0,0,0,0,0,0,296697.61,0,1,PESOS                                                                           ,19.8985,29,GUADALAJARA                             ,DESC        ,0,0,F     ,0,       ,0,       ,N4746         
N4750     ,Descuento    ,25/10/2024,  /  /    ,F   ,FAR      ,22457,150800,0,PHARMA AMIGO SA DE CV                                                                                                                                                                                                                                         ,373,Pagada    ,20800,0,0,0,0,0,0,0,0,130000,0,1,PESOS                                                                           ,19.9338,35,MARIA CRISTINA AGUILAR                  ,A7          ,0,0,F     ,0,       ,0,       ,N4750         
N4751     ,Descuento    ,25/10/2024,  /  /    ,F   ,FAR      ,22819,2442.03,0,COMERCIAL GFC SA DE CV                                                                                                                                                                                                                                        ,370,Pagada    ,336.83,0,0,0,0,0,0,0,0,2105.2,0,1,PESOS                                                                           ,19.9338,35,MARIA CRISTINA AGUILAR                  ,A12         ,0,0,F     ,0,       ,0,       ,N4751         
N4756     ,Descuento    ,29/10/2024,  /  /    ,F   ,FAR      ,23018,32.04,0,VENTA MENUDEO E-COMMERCE                                                                                                                                                                                                                                      ,390,Pagada    ,4.42,0,0,0,0,0,       ,       ,0,27.62,0,1,PESOS                                                                           ,1,40,VANIA                                   ,A10         ,          ,0,F     ,          ,       ,          ,       ,N4756         
N4757     ,Descuento    ,29/10/2024,  /  /    ,F   ,FAR      ,23022,9.53,0,VENTA MENUDEO E-COMMERCE                                                                                                                                                                                                                                      ,390,Pagada    ,1.31,0,0,0,0,0,       ,       ,0,8.22,0,1,PESOS                                                                           ,1,40,VANIA                                   ,A10         ,          ,0,F     ,          ,       ,          ,       ,N4757         
N4758     ,Descuento    ,29/10/2024,  /  /    ,F   ,FAR      ,23083,77.88,0,VENTA MENUDEO E-COMMERCE                                                                                                                                                                                                                                      ,390,Pagada    ,10.73,0,0,0,0,0,       ,       ,0,67.15,0,1,PESOS                                                                           ,1,40,VANIA                                   ,A10         ,          ,0,F     ,          ,       ,          ,       ,N4758         
N4759     ,Descuento    ,29/10/2024,  /  /    ,F   ,FAR      ,23033,57.48,0,VENTA MENUDEO E-COMMERCE                                                                                                                                                                                                                                      ,390,Pagada    ,7.93,0,0,0,0,0,       ,       ,0,49.55,0,1,PESOS                                                                           ,1,40,VANIA                                   ,A10         ,          ,0,F     ,          ,       ,          ,       ,N4759         
N4760     ,Descuento    ,29/10/2024,  /  /    ,F   ,FAR      ,23124,111.65,0,VENTA MENUDEO E-COMMERCE                                                                                                                                                                                                                                      ,390,Pagada    ,15.4,0,0,0,0,0,       ,       ,0,96.25,0,1,PESOS                                                                           ,1,40,VANIA                                   ,A10         ,          ,0,F     ,          ,       ,          ,       ,N4760         
N4761     ,Descuento    ,30/10/2024,  /  /    ,F   ,FAR      ,23132,80.64,0,VENTA MENUDEO E-COMMERCE                                                                                                                                                                                                                                      ,390,Pagada    ,11.12,0,0,0,0,0,       ,       ,0,69.52,0,1,PESOS                                                                           ,1,40,VANIA                                   ,A10         ,          ,0,F     ,          ,       ,          ,       ,N4761         
N4762     ,Descuento    ,30/10/2024,  /  /    ,F   ,FAR      ,22138,58000,0,PHARMA AMIGO SA DE CV                                                                                                                                                                                                                                         ,373,Pagada    ,8000,0,0,0,0,0,0,0,0,50000,0,1,PESOS                                                                           ,20.0007,35,MARIA CRISTINA AGUILAR                  ,A7          ,0,0,F     ,0,       ,0,       ,N4762         
N4764     ,Descuento    ,30/10/2024,  /  /    ,F   ,         ,          ,5456.29,0,FARMACIAS BENAVIDES S A B DE C V                                                                                                                                                                                                                              ,387,Pagada    ,752.59,0,0,0,0,0,0,0,0,4703.7,0,1,PESOS                                                                           ,20.0007,38,ERNESTO MURILLO                         ,A7          ,0,0,F     ,0,       ,0,       ,N4764         
N4775     ,Descuento    ,31/10/2024,  /  /    ,F   ,FAR      ,22792,5111.93,0,PHARMA PLUS SA DE CV                                                                                                                                                                                                                                          ,435,Pagada    ,705.09,0,0,0,0,0,0,0,0,4406.84,0,1,PESOS                                                                           ,20.0208,36,CHANTAL FLORES                          ,CP          ,0,0,F     ,0,       ,0,       ,N4775         
N4776     ,Descuento    ,31/10/2024,  /  /    ,F   ,FAR      ,22792,414.29,0,PHARMA PLUS SA DE CV                                                                                                                                                                                                                                          ,435,Pagada    ,57.14,0,0,0,0,0,0,0,0,357.15,0,1,PESOS                                                                           ,20.0208,36,CHANTAL FLORES                          ,A12         ,0,0,F     ,0,       ,0,       ,N4776         
N4777     ,Descuento    ,31/10/2024,  /  /    ,F   ,FAR      ,22910,133237.81,0,PHARMA PLUS SA DE CV                                                                                                                                                                                                                                          ,435,Pagada    ,18377.63,0,0,0,0,0,0,0,0,114860.18,0,1,PESOS                                                                           ,20.0208,36,CHANTAL FLORES                          ,DESC        ,0,0,F     ,0,       ,0,       ,N4777         
N4778     ,Descuento    ,31/10/2024,  /  /    ,F   ,FAR      ,23149,1321.19,0,COMERCIALIZADORA NATURISTA DE MEXICO S. DE R.L. DE C.V.                                                                                                                                                                                                       ,369,Pagada    ,182.23,0,0,0,0,0,0,0,0,1138.96,0,1,PESOS                                                                           ,20.0208,33,TANIA CASTELLANOS                       ,A3          ,0,0,F     ,0,       ,0,       ,N4778         
