No_facc         ,Falta_fac ,Tiponcc     ,Cve_prov,Saldo_fac           ,Nom_prov                                                                                                                                                                                                                                                      ,Falta_prov,Lim_cre     ,Dia_cre,Tels                           ,Cve_mon   ,U_tip_cam ,Des_mon                                                                         ,Ident,Grup,Post,Fech_venci,Tiponota    ,Cve_comp  ,Nom_comp                                ,Total_fac           ,Afectbanco,Fenmarca,Total1              ,Total2              ,Total3              ,Total4              ,Total5              ,Concepto       ,Cve_iva   ,No_pedc   ,No_facc_ext001  
A5D37           ,31/01/2024,            ,1632,300,Proveedores de servicios MN (GLOBAL)                                                                                                                                                                                                                          ,26/06/2019,0,0,3271-7530                      ,1,17.2333,PESOS                                                                           ,FAC  ,1,0,31/01/2024,            ,          ,                                        ,300,F         ,0,0,0,0,0,300,Factura        ,GTO       ,0,A5D37           
ABAC1           ,31/01/2024,            ,1632,1258,Proveedores de servicios MN (GLOBAL)                                                                                                                                                                                                                          ,26/06/2019,0,0,3271-7530                      ,1,17.1932,PESOS                                                                           ,FAC  ,1,0,01/02/2024,            ,          ,                                        ,1258,F         ,0,0,0,0,0,1258,Factura        ,GTO       ,0,ABAC1           
072DF8          ,08/02/2024,            ,1632,1172.13,Proveedores de servicios MN (GLOBAL)                                                                                                                                                                                                                          ,26/06/2019,0,0,3271-7530                      ,1,17.0357,PESOS                                                                           ,FAC  ,1,0,08/02/2024,            ,          ,                                        ,1172.13,F         ,0,0,0,0,1172.13,0,Factura        ,GTO       ,0,072DF8          
20AB0E          ,08/02/2024,            ,1632,559.96,Proveedores de servicios MN (GLOBAL)                                                                                                                                                                                                                          ,26/06/2019,0,0,3271-7530                      ,1,17.0357,PESOS                                                                           ,FAC  ,1,0,08/02/2024,            ,          ,                                        ,559.96,F         ,0,0,0,0,559.96,0,Factura        ,GTO       ,0,20AB0E          
2492 A          ,08/02/2024,            ,1632,2088,Proveedores de servicios MN (GLOBAL)                                                                                                                                                                                                                          ,26/06/2019,0,0,3271-7530                      ,1,17.0357,PESOS                                                                           ,FAC  ,1,0,08/02/2024,            ,          ,                                        ,2088,F         ,0,0,0,0,2088,0,Factura        ,GTO       ,0,2492 A          
62C5A           ,08/02/2024,            ,1632,139.94,Proveedores de servicios MN (GLOBAL)                                                                                                                                                                                                                          ,26/06/2019,0,0,3271-7530                      ,1,17.0357,PESOS                                                                           ,FAC  ,1,0,08/02/2024,            ,          ,                                        ,139.94,F         ,0,0,0,0,139.94,0,Factura        ,GTO       ,0,62C5A           
955CF3          ,08/02/2024,            ,1632,210.6,Proveedores de servicios MN (GLOBAL)                                                                                                                                                                                                                          ,26/06/2019,0,0,3271-7530                      ,1,17.0357,PESOS                                                                           ,FAC  ,1,0,08/02/2024,            ,          ,                                        ,210.6,F         ,0,0,0,0,210.6,0,Factura        ,GTO       ,0,955CF3          
7C0B35          ,09/02/2024,            ,1632,3140.9,Proveedores de servicios MN (GLOBAL)                                                                                                                                                                                                                          ,26/06/2019,0,0,3271-7530                      ,1,17.0398,PESOS                                                                           ,FAC  ,1,0,09/02/2024,            ,          ,                                        ,3140.9,F         ,0,0,0,0,3140.9,0,Factura        ,GTO       ,0,7C0B35          
3F7733          ,13/02/2024,            ,1632,700,Proveedores de servicios MN (GLOBAL)                                                                                                                                                                                                                          ,26/06/2019,0,0,3271-7530                      ,1,17.0855,PESOS                                                                           ,FAC  ,1,0,13/02/2024,            ,          ,                                        ,700,F         ,0,0,0,700,0,0,Factura        ,GTO       ,0,3F7733          
562-A           ,13/02/2024,            ,1632,754,Proveedores de servicios MN (GLOBAL)                                                                                                                                                                                                                          ,26/06/2019,0,0,3271-7530                      ,1,17.0855,PESOS                                                                           ,FAC  ,1,0,13/02/2024,            ,          ,                                        ,754,F         ,0,0,0,754,0,0,Factura        ,GTO       ,0,562-A           
563,13/02/2024,            ,1632,1357.2,Proveedores de servicios MN (GLOBAL)                                                                                                                                                                                                                          ,26/06/2019,0,0,3271-7530                      ,1,17.0855,PESOS                                                                           ,FAC  ,1,0,13/02/2024,            ,          ,                                        ,1357.2,F         ,0,0,0,1357.2,0,0,Factura        ,GTO       ,0,563
FF985           ,13/02/2024,            ,1632,600,Proveedores de servicios MN (GLOBAL)                                                                                                                                                                                                                          ,26/06/2019,0,0,3271-7530                      ,1,17.0855,PESOS                                                                           ,FAC  ,1,0,13/02/2024,            ,          ,                                        ,600,F         ,0,0,0,600,0,0,Factura        ,GTO       ,0,FF985           
0C87E1-A        ,14/02/2024,            ,1632,860.62,Proveedores de servicios MN (GLOBAL)                                                                                                                                                                                                                          ,26/06/2019,0,0,3271-7530                      ,1,17.068,PESOS                                                                           ,FAC  ,1,0,14/02/2024,            ,          ,                                        ,860.62,F         ,0,0,0,860.62,0,0,Factura        ,GTO       ,0,0C87E1-A        
85C3DE          ,14/02/2024,            ,1632,119.36,Proveedores de servicios MN (GLOBAL)                                                                                                                                                                                                                          ,26/06/2019,0,0,3271-7530                      ,1,17.068,PESOS                                                                           ,FAC  ,1,0,14/02/2024,            ,          ,                                        ,119.36,F         ,0,0,0,119.36,0,0,Factura        ,GTO       ,0,85C3DE          
75184,15/02/2024,            ,1632,1000,Proveedores de servicios MN (GLOBAL)                                                                                                                                                                                                                          ,26/06/2019,0,0,3271-7530                      ,1,17.1982,PESOS                                                                           ,FAC  ,1,0,15/02/2024,            ,          ,                                        ,1000,F         ,0,0,0,1000,0,0,Factura        ,GTO       ,0,75184
8.00E+105,15/02/2024,            ,1632,586.01,Proveedores de servicios MN (GLOBAL)                                                                                                                                                                                                                          ,26/06/2019,0,0,3271-7530                      ,1,17.1982,PESOS                                                                           ,FAC  ,1,0,15/02/2024,            ,          ,                                        ,586.01,F         ,0,0,0,586.01,0,0,Factura        ,GTO       ,0,8.00E+105
9DAE3           ,15/02/2024,            ,1632,1000,Proveedores de servicios MN (GLOBAL)                                                                                                                                                                                                                          ,26/06/2019,0,0,3271-7530                      ,1,17.1982,PESOS                                                                           ,FAC  ,1,0,15/02/2024,            ,          ,                                        ,1000,F         ,0,0,0,1000,0,0,Factura        ,GTO       ,0,9DAE3           
1659440,19/02/2024,            ,1632,694.61,Proveedores de servicios MN (GLOBAL)                                                                                                                                                                                                                          ,26/06/2019,0,0,3271-7530                      ,1,17.068,PESOS                                                                           ,FAC  ,1,0,19/02/2024,            ,          ,                                        ,694.61,F         ,0,0,694.61,0,0,0,Factura        ,GTO       ,0,1659440
DB3A7           ,19/02/2024,            ,1632,413.1,Proveedores de servicios MN (GLOBAL)                                                                                                                                                                                                                          ,26/06/2019,0,0,3271-7530                      ,1,17.068,PESOS                                                                           ,FAC  ,1,0,19/02/2024,            ,          ,                                        ,413.1,F         ,0,0,413.1,0,0,0,Factura        ,GTO       ,0,DB3A7           
174C83          ,20/02/2024,            ,1632,265,Proveedores de servicios MN (GLOBAL)                                                                                                                                                                                                                          ,26/06/2019,0,0,3271-7530                      ,1,17.0602,PESOS                                                                           ,FAC  ,1,0,20/02/2024,            ,          ,                                        ,265,F         ,0,0,265,0,0,0,Factura        ,GTO       ,0,174C83          
2BE703          ,20/02/2024,            ,1632,2040.98,Proveedores de servicios MN (GLOBAL)                                                                                                                                                                                                                          ,26/06/2019,0,0,3271-7530                      ,1,17.0602,PESOS                                                                           ,FAC  ,1,0,20/02/2024,            ,          ,                                        ,2040.98,F         ,0,0,2040.98,0,0,0,Factura        ,GTO       ,0,2BE703          
42264,20/02/2024,            ,1632,554.64,Proveedores de servicios MN (GLOBAL)                                                                                                                                                                                                                          ,26/06/2019,0,0,3271-7530                      ,1,17.0602,PESOS                                                                           ,FAC  ,1,0,20/02/2024,            ,          ,                                        ,554.64,F         ,0,0,554.64,0,0,0,Factura        ,GTO       ,0,42264
F1AF20E         ,20/02/2024,            ,1632,232,Proveedores de servicios MN (GLOBAL)                                                                                                                                                                                                                          ,26/06/2019,0,0,3271-7530                      ,1,17.0602,PESOS                                                                           ,FAC  ,1,0,20/02/2024,            ,          ,                                        ,232,F         ,0,0,232,0,0,0,Factura        ,GTO       ,0,F1AF20E         
67864F          ,22/02/2024,            ,1632,785.44,Proveedores de servicios MN (GLOBAL)                                                                                                                                                                                                                          ,26/06/2019,0,0,3271-7530                      ,1,17.0458,PESOS                                                                           ,FAC  ,1,0,22/02/2024,            ,          ,                                        ,785.44,F         ,0,0,785.44,0,0,0,Factura        ,GTO       ,0,67864F          
3CB62C8         ,23/02/2024,            ,1632,539.9,Proveedores de servicios MN (GLOBAL)                                                                                                                                                                                                                          ,26/06/2019,0,0,3271-7530                      ,1,17.0603,PESOS                                                                           ,FAC  ,1,0,23/02/2024,            ,          ,                                        ,539.9,F         ,0,0,539.9,0,0,0,Factura        ,GTO       ,0,3CB62C8         
151637241A      ,16/02/2024,            ,1078,19072.06,"QUALITAS COMPAÑÍA DE SEGUROS, S.A. DE C.V.                                                                                                                                                                                                                    ",04/06/2018,0,0,800-2880                       ,1,17.1105,PESOS                                                                           ,FAC  ,1,0,19/02/2024,            ,4,CONTABILIDAD                            ,19072.06,F         ,0,0,19072.06,0,0,0,Factura        ,GTO       ,0,151637241A      
151637318A      ,16/02/2024,            ,1078,11121.28,"QUALITAS COMPAÑÍA DE SEGUROS, S.A. DE C.V.                                                                                                                                                                                                                    ",04/06/2018,0,0,800-2880                       ,1,17.1105,PESOS                                                                           ,FAC  ,1,0,19/02/2024,            ,4,CONTABILIDAD                            ,11121.28,F         ,0,0,11121.28,0,0,0,Factura        ,GTO       ,0,151637318A      
151637334A      ,16/02/2024,            ,1078,11917.17,"QUALITAS COMPAÑÍA DE SEGUROS, S.A. DE C.V.                                                                                                                                                                                                                    ",04/06/2018,0,0,800-2880                       ,1,17.1105,PESOS                                                                           ,FAC  ,1,0,19/02/2024,            ,4,CONTABILIDAD                            ,11917.17,F         ,0,0,11917.17,0,0,0,Factura        ,GTO       ,0,151637334A      
9822,29/03/2023,            ,4,6380,QUANTUM NATURA S.A DE C.V.                                                                                                                                                                                                                                    ,23/08/2010,0,45,5373-8504 5669-4323            ,2,18.383,DOLARES                                                                         ,FAC  ,1,0,13/05/2023,            ,10,Jessica Fonseca                         ,6380,F         ,0,0,0,0,0,117283.54,Factura        ,NAL       ,0,9822
10697,21/02/2024,            ,4,6380,QUANTUM NATURA S.A DE C.V.                                                                                                                                                                                                                                    ,23/08/2010,0,45,5373-8504 5669-4323            ,2,17.05,DOLARES                                                                         ,FAC  ,1,0,06/04/2024,            ,10,Jessica Fonseca                         ,6380,F         ,0,108779,0,0,0,0,Factura        ,NAL       ,0,10697
10698,22/02/2024,            ,4,27840,QUANTUM NATURA S.A DE C.V.                                                                                                                                                                                                                                    ,23/08/2010,0,45,5373-8504 5669-4323            ,1,17.0458,PESOS                                                                           ,FAC  ,1,0,07/04/2024,            ,10,Jessica Fonseca                         ,27840,F         ,0,27840,0,0,0,0,Factura        ,NAL       ,0,10698
12345734BB      ,21/02/2024,            ,752,1182.01,RED DE CARRETERAS DE OCCIDENTE S.A.B. DE C.V.                                                                                                                                                                                                                 ,12/09/2017,0,0,3333-3333                      ,1,17.05,PESOS                                                                           ,FAC  ,1,0,22/02/2024,            ,4,CONTABILIDAD                            ,1182.01,F         ,0,0,1182.01,0,0,0,Factura        ,GTO       ,0,12345734BB      
12349138BB      ,22/02/2024,            ,752,50,RED DE CARRETERAS DE OCCIDENTE S.A.B. DE C.V.                                                                                                                                                                                                                 ,12/09/2017,0,0,3333-3333                      ,1,17.0458,PESOS                                                                           ,FAC  ,1,0,22/02/2024,            ,4,CONTABILIDAD                            ,50,F         ,0,0,50,0,0,0,Factura        ,GTO       ,0,12349138BB      
0192848IGDL     ,17/11/2022,            ,1663,782.44,RED EXPRESS SA DE CV                                                                                                                                                                                                                                          ,26/09/2019,0,0,-33,1,19.3137,PESOS                                                                           ,FAC  ,1,0,24/11/2022,            ,          ,                                        ,782.44,F         ,0,0,0,0,0,782.44,Factura        ,RET       ,0,0192848IGDL     
0196180IGDL     ,16/12/2022,            ,1663,966.78,RED EXPRESS SA DE CV                                                                                                                                                                                                                                          ,26/09/2019,0,0,-33,1,19.6955,PESOS                                                                           ,FAC  ,1,0,27/12/2022,            ,          ,                                        ,966.78,F         ,0,0,0,0,0,966.78,Factura        ,RET       ,0,0196180IGDL     
0190767IGDLA    ,19/12/2022,            ,1663,966.78,RED EXPRESS SA DE CV                                                                                                                                                                                                                                          ,26/09/2019,0,0,-33,1,19.7963,PESOS                                                                           ,FAC  ,1,0,27/12/2022,            ,          ,                                        ,966.78,F         ,0,0,0,0,0,966.78,Factura        ,RET       ,0,0190767IGDLA    
44535FWPRO      ,26/12/2023,            ,914,500,RED NACIONAL DE COMBUSTIBLES Y SERVICIOS SA DE CV                                                                                                                                                                                                             ,14/02/2018,0,0,55-5555                        ,1,17.059,PESOS                                                                           ,FAC  ,1,0,27/12/2023,            ,4,CONTABILIDAD                            ,500,F         ,0,0,0,0,0,500,Factura        ,GTO       ,0,44535FWPRO      
31993.3,30/08/2023,            ,2284,928,RENE VALDERRAMA CASTRO                                                                                                                                                                                                                                        ,13/04/2023,0,0,-33,1,16.7432,PESOS                                                                           ,FAC  ,1,0,31/08/2023,            ,4,CONTABILIDAD                            ,928,F         ,0,0,0,0,0,928,Factura        ,GTO       ,0,31993.3
3.24E+04,09/09/2023,            ,2284,806.2,RENE VALDERRAMA CASTRO                                                                                                                                                                                                                                        ,13/04/2023,0,0,-33,1,17.5543,PESOS                                                                           ,FAC  ,1,0,28/09/2023,            ,4,CONTABILIDAD                            ,806.2,F         ,0,0,0,0,0,806.2,Factura        ,GTO       ,0,3.24E+04
1673FW          ,17/08/2023,            ,1915,935,REPOSTERIA PAULETTE S DE RL DE CV                                                                                                                                                                                                                             ,02/02/2021,0,0,-33,1,17.1388,PESOS                                                                           ,FAC  ,1,0,22/08/2023,            ,4,CONTABILIDAD                            ,935,F         ,0,0,0,0,0,935,Factura        ,GTO       ,0,1673FW          
40375FIJAMIN    ,18/01/2023,            ,1022,440,RESTAURANTES TOKS S.A. DE C.V.                                                                                                                                                                                                                                ,13/04/2018,0,0,2122-5700                      ,1,18.7493,PESOS                                                                           ,FAC  ,1,0,25/01/2023,            ,1,NO USAR                                 ,440,F         ,0,0,0,0,0,440,Factura        ,GTO       ,0,40375FIJAMIN    
3453,26/12/2023,            ,2119,16849,RICARDO AVILES RIOS                                                                                                                                                                                                                                           ,02/03/2022,50000,60,3124-6239                      ,1,17.059,PESOS                                                                           ,FAC  ,1,0,24/02/2024,            ,          ,                                        ,16849,F         ,0,0,16849,0,0,0,Factura        ,GTO       ,0,3453
3596,30/01/2024,            ,2119,14756.36,RICARDO AVILES RIOS                                                                                                                                                                                                                                           ,02/03/2022,50000,60,3124-6239                      ,1,17.1657,PESOS                                                                           ,FAC  ,1,0,30/03/2024,            ,          ,                                        ,14756.36,F         ,0,14756.36,0,0,0,0,Factura        ,GTO       ,0,3596
18437CCPM       ,14/07/2023,            ,2218,2293.34,RICARDO DE ALBA ESTRADA                                                                                                                                                                                                                                       ,23/09/2022,20000,3,1085-9651                      ,1,16.8537,PESOS                                                                           ,FAC  ,1,0,24/07/2023,            ,4,CONTABILIDAD                            ,6760.48,F         ,0,0,0,0,0,2293.34,Factura        ,RET       ,0,18437CCPM       
18439CCPM       ,14/07/2023,            ,2218,8558.85,RICARDO DE ALBA ESTRADA                                                                                                                                                                                                                                       ,23/09/2022,20000,3,1085-9651                      ,1,16.8537,PESOS                                                                           ,FAC  ,1,0,24/07/2023,            ,4,CONTABILIDAD                            ,8558.85,F         ,0,0,0,0,0,8558.85,Factura        ,RET       ,0,18439CCPM       
18441CCPM       ,14/07/2023,            ,2218,6958.08,RICARDO DE ALBA ESTRADA                                                                                                                                                                                                                                       ,23/09/2022,20000,3,1085-9651                      ,1,16.8537,PESOS                                                                           ,FAC  ,1,0,24/07/2023,            ,4,CONTABILIDAD                            ,6958.08,F         ,0,0,0,0,0,6958.08,Factura        ,RET       ,0,18441CCPM       
18443CCPM       ,14/07/2023,            ,2218,4632.16,RICARDO DE ALBA ESTRADA                                                                                                                                                                                                                                       ,23/09/2022,20000,3,1085-9651                      ,1,16.8537,PESOS                                                                           ,FAC  ,1,0,24/07/2023,            ,4,CONTABILIDAD                            ,4632.16,F         ,0,0,0,0,0,4632.16,Factura        ,RET       ,0,18443CCPM       
18445CCPM       ,15/07/2023,            ,2218,4980.4,RICARDO DE ALBA ESTRADA                                                                                                                                                                                                                                       ,23/09/2022,20000,3,1085-9651                      ,1,16.8905,PESOS                                                                           ,FAC  ,1,0,24/07/2023,            ,4,CONTABILIDAD                            ,4980.4,F         ,0,0,0,0,0,4980.4,Factura        ,RET       ,0,18445CCPM       
18447CCPM       ,15/07/2023,            ,2218,7310.78,RICARDO DE ALBA ESTRADA                                                                                                                                                                                                                                       ,23/09/2022,20000,3,1085-9651                      ,1,16.8905,PESOS                                                                           ,FAC  ,1,0,24/07/2023,            ,4,CONTABILIDAD                            ,7310.78,F         ,0,0,0,0,0,7310.78,Factura        ,RET       ,0,18447CCPM       
16997,17/07/2023,            ,2218,18480,RICARDO DE ALBA ESTRADA                                                                                                                                                                                                                                       ,23/09/2022,20000,3,1085-9651                      ,1,16.8905,PESOS                                                                           ,FAC  ,1,0,24/07/2023,            ,4,CONTABILIDAD                            ,18480,F         ,0,0,0,0,0,18480,Factura        ,RET       ,0,16997
16998,17/07/2023,            ,2218,18480,RICARDO DE ALBA ESTRADA                                                                                                                                                                                                                                       ,23/09/2022,20000,3,1085-9651                      ,1,16.8905,PESOS                                                                           ,FAC  ,1,0,24/07/2023,            ,4,CONTABILIDAD                            ,18480,F         ,0,0,0,0,0,18480,Factura        ,RET       ,0,16998
16999,17/07/2023,            ,2218,18480,RICARDO DE ALBA ESTRADA                                                                                                                                                                                                                                       ,23/09/2022,20000,3,1085-9651                      ,1,16.8905,PESOS                                                                           ,FAC  ,1,0,24/07/2023,            ,4,CONTABILIDAD                            ,18480,F         ,0,0,0,0,0,18480,Factura        ,RET       ,0,16999
17000,17/07/2023,            ,2218,18480,RICARDO DE ALBA ESTRADA                                                                                                                                                                                                                                       ,23/09/2022,20000,3,1085-9651                      ,1,16.8905,PESOS                                                                           ,FAC  ,1,0,24/07/2023,            ,4,CONTABILIDAD                            ,18480,F         ,0,0,0,0,0,18480,Factura        ,RET       ,0,17000
17002,17/07/2023,            ,2218,5850.58,RICARDO DE ALBA ESTRADA                                                                                                                                                                                                                                       ,23/09/2022,20000,3,1085-9651                      ,1,16.8905,PESOS                                                                           ,FAC  ,1,0,24/07/2023,            ,4,CONTABILIDAD                            ,5850.58,F         ,0,0,0,0,0,5850.58,Factura        ,RET       ,0,17002
17006,19/07/2023,            ,2218,2240,RICARDO DE ALBA ESTRADA                                                                                                                                                                                                                                       ,23/09/2022,20000,3,1085-9651                      ,1,16.7858,PESOS                                                                           ,FAC  ,1,0,24/07/2023,            ,4,CONTABILIDAD                            ,2240,F         ,0,0,0,0,0,2240,Factura        ,RET       ,0,17006
18453CCPM       ,19/07/2023,            ,2218,3683.7,RICARDO DE ALBA ESTRADA                                                                                                                                                                                                                                       ,23/09/2022,20000,3,1085-9651                      ,1,16.7858,PESOS                                                                           ,FAC  ,1,0,24/07/2023,            ,4,CONTABILIDAD                            ,3683.7,F         ,0,0,0,0,0,3683.7,Factura        ,RET       ,0,18453CCPM       
18457CCPM       ,20/07/2023,            ,2218,2758.96,RICARDO DE ALBA ESTRADA                                                                                                                                                                                                                                       ,23/09/2022,20000,3,1085-9651                      ,1,16.748,PESOS                                                                           ,FAC  ,1,0,24/07/2023,            ,4,CONTABILIDAD                            ,2758.96,F         ,0,0,0,0,0,2758.96,Factura        ,RET       ,0,18457CCPM       
18458CCPM       ,20/07/2023,            ,2218,2808.24,RICARDO DE ALBA ESTRADA                                                                                                                                                                                                                                       ,23/09/2022,20000,3,1085-9651                      ,1,16.748,PESOS                                                                           ,FAC  ,1,0,24/07/2023,            ,4,CONTABILIDAD                            ,2808.24,F         ,0,0,0,0,0,2808.24,Factura        ,RET       ,0,18458CCPM       
18463CCPM       ,20/07/2023,            ,2218,4433.24,RICARDO DE ALBA ESTRADA                                                                                                                                                                                                                                       ,23/09/2022,20000,3,1085-9651                      ,1,16.748,PESOS                                                                           ,FAC  ,1,0,04/08/2023,            ,4,CONTABILIDAD                            ,4433.24,F         ,0,0,0,0,0,4433.24,Factura        ,RET       ,0,18463CCPM       
18466CCPM       ,21/07/2023,            ,2218,4630.17,RICARDO DE ALBA ESTRADA                                                                                                                                                                                                                                       ,23/09/2022,20000,3,1085-9651                      ,1,16.7667,PESOS                                                                           ,FAC  ,1,0,04/08/2023,            ,4,CONTABILIDAD                            ,4630.17,F         ,0,0,0,0,0,4630.17,Factura        ,RET       ,0,18466CCPM       
18467CCPM       ,21/07/2023,            ,2218,5304.07,RICARDO DE ALBA ESTRADA                                                                                                                                                                                                                                       ,23/09/2022,20000,3,1085-9651                      ,1,16.7667,PESOS                                                                           ,FAC  ,1,0,04/08/2023,            ,4,CONTABILIDAD                            ,5304.07,F         ,0,0,0,0,0,5304.07,Factura        ,RET       ,0,18467CCPM       
18468CCPM       ,21/07/2023,            ,2218,4196.16,RICARDO DE ALBA ESTRADA                                                                                                                                                                                                                                       ,23/09/2022,20000,3,1085-9651                      ,1,16.7667,PESOS                                                                           ,FAC  ,1,0,04/08/2023,            ,4,CONTABILIDAD                            ,4196.16,F         ,0,0,0,0,0,4196.16,Factura        ,RET       ,0,18468CCPM       
18469CCPM       ,21/07/2023,            ,2218,4348.8,RICARDO DE ALBA ESTRADA                                                                                                                                                                                                                                       ,23/09/2022,20000,3,1085-9651                      ,1,16.7667,PESOS                                                                           ,FAC  ,1,0,04/08/2023,            ,4,CONTABILIDAD                            ,4348.8,F         ,0,0,0,0,0,4348.8,Factura        ,RET       ,0,18469CCPM       
18472CCPM       ,21/07/2023,            ,2218,3064,RICARDO DE ALBA ESTRADA                                                                                                                                                                                                                                       ,23/09/2022,20000,3,1085-9651                      ,1,16.7667,PESOS                                                                           ,FAC  ,1,0,04/08/2023,            ,4,CONTABILIDAD                            ,3064,F         ,0,0,0,0,0,3064,Factura        ,RET       ,0,18472CCPM       
18474CCPM       ,21/07/2023,            ,2218,14606.4,RICARDO DE ALBA ESTRADA                                                                                                                                                                                                                                       ,23/09/2022,20000,3,1085-9651                      ,1,16.7667,PESOS                                                                           ,FAC  ,1,0,04/08/2023,            ,4,CONTABILIDAD                            ,14606.4,F         ,0,0,0,0,0,14606.4,Factura        ,RET       ,0,18474CCPM       
17019,24/07/2023,            ,2218,5850.58,RICARDO DE ALBA ESTRADA                                                                                                                                                                                                                                       ,23/09/2022,20000,3,1085-9651                      ,1,16.846,PESOS                                                                           ,FAC  ,1,0,04/08/2023,            ,4,CONTABILIDAD                            ,5850.58,F         ,0,0,0,0,0,5850.58,Factura        ,RET       ,0,17019
18479CCPM       ,27/07/2023,            ,2218,3776.04,RICARDO DE ALBA ESTRADA                                                                                                                                                                                                                                       ,23/09/2022,20000,3,1085-9651                      ,1,16.9075,PESOS                                                                           ,FAC  ,1,0,04/08/2023,            ,4,CONTABILIDAD                            ,3776.04,F         ,0,0,0,0,0,3776.04,Factura        ,RET       ,0,18479CCPM       
18481CCPM       ,27/07/2023,            ,2218,3695.76,RICARDO DE ALBA ESTRADA                                                                                                                                                                                                                                       ,23/09/2022,20000,3,1085-9651                      ,1,16.9075,PESOS                                                                           ,FAC  ,1,0,04/08/2023,            ,4,CONTABILIDAD                            ,3695.76,F         ,0,0,0,0,0,3695.76,Factura        ,RET       ,0,18481CCPM       
18487CCPM       ,27/07/2023,            ,2218,5910.99,RICARDO DE ALBA ESTRADA                                                                                                                                                                                                                                       ,23/09/2022,20000,3,1085-9651                      ,1,16.9075,PESOS                                                                           ,FAC  ,1,0,04/08/2023,            ,4,CONTABILIDAD                            ,5910.99,F         ,0,0,0,0,0,5910.99,Factura        ,RET       ,0,18487CCPM       
18491CCPM       ,28/07/2023,            ,2218,6336.01,RICARDO DE ALBA ESTRADA                                                                                                                                                                                                                                       ,23/09/2022,20000,3,1085-9651                      ,1,16.8825,PESOS                                                                           ,FAC  ,1,0,04/08/2023,            ,4,CONTABILIDAD                            ,6336.01,F         ,0,0,0,0,0,6336.01,Factura        ,RET       ,0,18491CCPM       
18493CCPM       ,28/07/2023,            ,2218,4724.63,RICARDO DE ALBA ESTRADA                                                                                                                                                                                                                                       ,23/09/2022,20000,3,1085-9651                      ,1,16.8825,PESOS                                                                           ,FAC  ,1,0,04/08/2023,            ,4,CONTABILIDAD                            ,4724.63,F         ,0,0,0,0,0,4724.63,Factura        ,RET       ,0,18493CCPM       
18500CCPM       ,29/07/2023,            ,2218,7280.04,RICARDO DE ALBA ESTRADA                                                                                                                                                                                                                                       ,23/09/2022,20000,3,1085-9651                      ,1,16.7338,PESOS                                                                           ,FAC  ,1,0,04/08/2023,            ,4,CONTABILIDAD                            ,7280.04,F         ,0,0,0,0,0,7280.04,Factura        ,RET       ,0,18500CCPM       
18502CCPM       ,29/07/2023,            ,2218,6429.67,RICARDO DE ALBA ESTRADA                                                                                                                                                                                                                                       ,23/09/2022,20000,3,1085-9651                      ,1,16.7338,PESOS                                                                           ,FAC  ,1,0,04/08/2023,            ,4,CONTABILIDAD                            ,6429.67,F         ,0,0,0,0,0,6429.67,Factura        ,RET       ,0,18502CCPM       
18504CCPM       ,29/07/2023,            ,2218,8350.21,RICARDO DE ALBA ESTRADA                                                                                                                                                                                                                                       ,23/09/2022,20000,3,1085-9651                      ,1,16.7338,PESOS                                                                           ,FAC  ,1,0,04/08/2023,            ,4,CONTABILIDAD                            ,8350.21,F         ,0,0,0,0,0,8350.21,Factura        ,RET       ,0,18504CCPM       
18429,01/08/2023,            ,2218,4435.36,RICARDO DE ALBA ESTRADA                                                                                                                                                                                                                                       ,23/09/2022,20000,3,1085-9651                      ,1,16.6895,PESOS                                                                           ,FAC  ,1,0,28/08/2023,            ,4,CONTABILIDAD                            ,4435.36,F         ,0,0,0,0,0,4435.36,Factura        ,RET       ,0,18429
